project,date,num_commits
sgkit-bgen-orig,2020-07-07,15
sgkit-bgen-orig,2020-07-08,2
sgkit-plink,2020-07-21,1
sgkit-vcf,2020-08-24,1
sgkit-vcf,2020-08-28,1
sgkit-vcf,2020-09-01,1
sgkit-vcf,2020-09-03,1
sgkit-vcf,2020-09-08,1
sgkit-vcf,2020-09-14,1
sgkit-vcf2,2020-08-24,1
single-cell-experiments,2018-05-31,2
single-cell-experiments,2018-06-05,1
single-cell-experiments,2018-06-07,2
single-cell-experiments,2018-06-12,1
single-cell-experiments,2018-06-13,4
single-cell-experiments,2018-06-14,3
single-cell-experiments,2018-06-20,6
single-cell-experiments,2018-06-21,1
single-cell-experiments,2018-06-26,2
single-cell-experiments,2018-06-27,10
single-cell-experiments,2018-06-28,11
single-cell-experiments,2018-07-02,2
single-cell-experiments,2018-07-04,3
single-cell-experiments,2018-07-05,1
single-cell-experiments,2018-07-11,1
single-cell-experiments,2018-07-18,5
single-cell-experiments,2018-08-08,1
single-cell-experiments,2018-08-15,5
single-cell-experiments,2018-08-16,8
single-cell-experiments,2018-08-19,1
single-cell-experiments,2018-08-22,1
single-cell-experiments,2018-08-24,2
single-cell-experiments,2018-09-03,1
single-cell-experiments,2018-09-11,1
single-cell-experiments,2018-09-20,4
single-cell-experiments,2018-09-28,1
single-cell-experiments,2018-10-04,1
single-cell-experiments,2018-10-10,1
single-cell-experiments,2018-10-11,1
single-cell-experiments,2018-10-16,1
single-cell-experiments,2018-11-09,1
single-cell-experiments,2018-12-06,1
single-cell-experiments,2018-12-12,1
single-cell-experiments,2019-01-22,1
single-cell-experiments,2019-06-28,2
single-cell-experiments,2019-07-10,2
single-cell-spark-demo,2017-08-23,2
single-cell-spark-demo,2018-03-29,1
spark-dataset-playground,2016-06-09,3
spark-dataset-playground,2016-06-14,1
tensorflow-on-spark-demo,2017-05-04,5
tensorflow-on-spark-demo,2017-06-01,1
toyintake,2021-11-05,2
toyknn,2018-12-20,1
toyknn,2019-01-09,5
toyknn,2019-01-10,8
ukb-analysis,2021-12-16,1
ukb-gwas-pipeline-nealelab,2021-01-12,1
ukb-gwas-pipeline-nealelab,2021-01-21,1
umap,2019-04-03,1
umap,2019-05-02,2
umap,2019-05-23,1
umap,2019-08-28,1
vcf-zarr-spec,2021-11-24,1
vcfzarr,2021-10-10,3
vcfzarr,2021-10-11,21
vcfzarr,2021-10-12,4
vcfzarr,2021-10-14,6
vcfzarr,2021-10-15,2
vcfzarr,2021-10-16,2
vcfzarr,2021-10-17,8
vcfzarr,2021-10-20,10
vcfzarr,2021-10-22,25
vcfzarr,2021-10-28,1
xarray,2021-04-27,1
xarray,2021-05-06,1
xarray,2022-03-17,1
xarray,2022-07-20,1
zappy,2018-08-22,1
zappy,2018-08-31,1
zappy,2018-09-03,3
zappy,2018-09-07,1
zappy,2018-09-08,1
zappy,2018-09-10,1
zappy,2018-09-11,2
zappy,2018-09-12,1
zappy,2018-09-13,1
zappy,2018-09-14,1
zappy,2018-09-16,3
zappy,2018-09-17,1
zappy,2018-09-19,2
zappy,2018-09-20,2
zappy,2018-09-21,1
zappy,2018-09-26,1
zappy,2018-09-28,2
zappy,2018-10-03,2
zappy,2018-10-04,1
zappy,2018-10-10,1
